CLAC1_NM,CLAC2_NM,CLAC3_NM,PD_BRA_NM,PD_BUY_AM,PD_BUY_CT,PD_SALES,F_10,F_20,F_30,F_40,F_50,F_60,F_70,F_80,M_10,M_20,M_30,M_40,M_50,M_60,M_70,M_80,NOT_SIGNED,Desktop,Mobile,Busan,Chungbuk,Chungnam,Daegu,Daejeon,Gangwon,Gwangju,Gyeonggi,Gyeongbu,Gyeongnam,Incheon,Jeju,Jeonbuk,Jeonnam,Seoul,Ulsan
패션잡화,남성화,남성부츠,락포트,127333,3,381999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,남성화,남성부츠,랜드로바,189183,12,2270196,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
패션잡화,남성화,남성부츠,슈퍼콤마비,69000,2,138000,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
패션잡화,남성화,남성샌들,겐조,160000,1,160000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,남성화,남성샌들,금강제화,136483,12,1637796,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
패션잡화,남성화,남성샌들,닐바렛,103000,3,309000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,남성화,남성샌들,닥스,158484,19,3011196,0.0,0.0,3.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0
패션잡화,남성화,남성샌들,닥터마틴,127911,36,4604796,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,12.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0
패션잡화,남성화,남성샌들,락포트,127042,33,4192386,0.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,4.0,3.0,30.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,15.0,0.0
패션잡화,남성화,남성샌들,랜드로바,115776,41,4746816,0.0,1.0,13.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,10.0,31.0,7.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,5.0,2.0,14.0,1.0
패션잡화,남성화,남성샌들,레노마,59000,52,3068000,0.0,2.0,5.0,19.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,5.0,0.0,0.0,0.0,12.0,9.0,43.0,9.0,2.0,4.0,3.0,0.0,0.0,3.0,7.0,3.0,3.0,1.0,0.0,1.0,0.0,15.0,1.0
패션잡화,남성화,남성샌들,몽클레어,305500,2,611000,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
패션잡화,남성화,남성샌들,미소페,153956,18,2771208,0.0,1.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0
패션잡화,남성화,남성샌들,발렌시아가,658000,1,658000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,남성화,남성샌들,발렌티노,355000,1,355000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,남성화,남성샌들,발리,225200,5,1126000,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
패션잡화,남성화,남성샌들,에코,154880,6,929280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,남성화,남성샌들,지방시,416500,2,833000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,남성화,남성샌들,캠퍼,212055,22,4665210,0.0,0.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,19.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,1.0
패션잡화,남성화,남성샌들,탠디,167538,45,7539210,0.0,1.0,4.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,9.0,9.0,36.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,12.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,1.0
패션잡화,남성화,남성샌들,폴스미스,90000,3,270000,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,남성화,남성샌들,프라다,261000,1,261000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,남성화,남성스니커즈,게스,67000,9,603000,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
패션잡화,남성화,남성스니커즈,겐조,235392,12,2824704,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0
패션잡화,남성화,남성스니커즈,골든구스,396978,684,271532952,2.0,62.0,169.0,105.0,11.0,3.0,0.0,0.0,4.0,56.0,100.0,57.0,6.0,2.0,0.0,0.0,106.0,92.0,295.5,99.0,17.0,14.0,37.0,11.0,15.0,12.0,90.0,22.0,26.0,14.0,3.0,34.0,11.0,272.0,6.0
패션잡화,남성화,남성스니커즈,금강제화,191662,13,2491606,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
패션잡화,남성화,남성스니커즈,꼼데가르송,265000,1,265000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,남성화,남성스니커즈,닥스,195606,34,6650604,0.0,2.0,10.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,2.0,2.0,32.0,9.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,11.0,0.0
패션잡화,남성화,남성스니커즈,닥터마틴,192500,8,1540000,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
패션잡화,남성화,남성스니커즈,데이트,125300,5,626500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
패션잡화,남성화,남성스니커즈,돌체앤가바나,610229,7,4271603,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
패션잡화,남성화,남성스니커즈,디스퀘어드2,502000,1,502000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,남성화,남성스니커즈,디올옴므,587250,4,2349000,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
패션잡화,남성화,남성스니커즈,라프시몬스,560000,2,1120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
패션잡화,남성화,남성스니커즈,락포트,140272,135,18936720,0.0,2.0,35.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,16.0,1.0,0.0,0.0,24.0,24.0,108.0,9.0,0.0,4.0,6.0,3.0,4.0,3.0,31.0,5.0,7.0,2.0,0.0,0.0,2.0,54.0,2.0
패션잡화,남성화,남성스니커즈,랑방,324000,7,2268000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
패션잡화,남성화,남성스니커즈,랜드로바,138182,159,21970938,0.0,10.0,23.0,24.0,2.0,1.0,0.0,0.0,0.0,10.0,12.0,16.0,10.0,4.0,0.0,0.0,47.0,43.0,116.0,23.0,4.0,0.0,4.0,4.0,1.0,1.0,18.0,8.0,5.0,5.0,3.0,9.0,1.0,69.0,4.0
패션잡화,남성화,남성스니커즈,레노마,69988,50,3499400,0.0,0.0,7.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,15.0,14.0,36.0,11.0,0.0,2.0,1.0,1.0,2.0,2.0,6.0,4.0,3.0,1.0,0.0,5.0,1.0,10.0,1.0
패션잡화,남성화,남성스니커즈,레이첼콕스,166000,4,664000,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
패션잡화,남성화,남성스니커즈,릭오웬스,449500,2,899000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,남성화,남성스니커즈,린,49900,6,299400,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
패션잡화,남성화,남성스니커즈,몽클레어,509400,5,2547000,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
패션잡화,남성화,남성스니커즈,미소페,158452,65,10299380,0.0,0.0,8.0,16.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,15.0,2.0,0.0,0.0,0.0,15.0,15.0,50.0,8.0,0.0,1.0,4.0,1.0,0.0,2.0,14.0,1.0,2.0,2.0,0.0,3.0,0.0,26.0,1.0
패션잡화,남성화,남성스니커즈,발렌시아가,1324429,7,9271003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
패션잡화,남성화,남성스니커즈,발렌티노,531587,233,123859771,0.0,26.0,46.0,5.0,7.0,1.0,0.0,0.0,4.0,40.0,46.0,20.0,4.0,0.0,0.0,0.0,34.0,31.0,101.0,30.0,1.0,1.0,5.0,4.0,1.0,11.0,24.0,6.0,8.0,7.0,1.0,3.0,4.0,124.0,3.0
패션잡화,남성화,남성스니커즈,발리,461351,77,35524027,0.0,3.0,9.0,20.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,13.0,3.0,3.0,0.0,0.0,12.0,12.0,65.0,9.0,2.0,3.0,7.0,2.0,2.0,3.0,6.0,1.0,6.0,0.0,3.0,3.0,1.0,25.0,4.0
패션잡화,남성화,남성스니커즈,버버리,411520,26,10699520,0.0,2.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,4.0,0.0
패션잡화,남성화,남성스니커즈,보테가베네타,572000,1,572000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,남성화,남성스니커즈,사토리산,180429,7,1263003,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
패션잡화,남성화,남성스니커즈,생로랑,637333,6,3823998,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
패션잡화,남성화,남성스니커즈,슈콤마보니,248000,2,496000,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,남성화,남성스니커즈,슈퍼콤마비,64000,2,128000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
패션잡화,남성화,남성스니커즈,아크네,653000,2,1306000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
패션잡화,남성화,남성스니커즈,알렉산더맥퀸,592600,90,53334000,2.0,8.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,7.0,1.0,0.0,0.0,0.0,19.0,18.0,72.0,19.0,0.0,2.0,0.0,1.0,0.0,1.0,14.0,1.0,6.0,6.0,1.0,0.0,4.0,35.0,0.0
패션잡화,남성화,남성스니커즈,에스티듀퐁,254242,12,3050904,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
패션잡화,남성화,남성스니커즈,에코,264916,19,5033404,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,7.0,7.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,8.0,0.0
패션잡화,남성화,남성스니커즈,엘르,25486,7,178402,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
패션잡화,남성화,남성스니커즈,오프화이트,334000,1,334000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,남성화,남성스니커즈,지미추,488500,2,977000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
패션잡화,남성화,남성스니커즈,지방시,568219,32,18183008,0.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,12.0,7.0,1.0,1.0,2.0,2.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0
패션잡화,남성화,남성스니커즈,질스튜어트,138700,3,416100,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
패션잡화,남성화,남성스니커즈,캘빈클라인,148333,3,444999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
패션잡화,남성화,남성스니커즈,캠퍼,231774,55,12747570,0.0,2.0,14.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,15.0,14.0,40.0,4.0,0.0,1.0,5.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,2.0,30.0,0.0
패션잡화,남성화,남성스니커즈,커먼프로젝트,403000,33,13299000,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,15.0,6.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0
패션잡화,남성화,남성스니커즈,타미힐피거여성,163926,27,4426002,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,6.0,21.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,2.0,9.0,0.0
패션잡화,남성화,남성스니커즈,탠디,161830,101,16344830,0.0,1.0,23.0,21.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,16.0,1.0,4.0,0.0,0.0,24.0,24.0,77.0,14.0,3.0,7.0,6.0,2.0,1.0,0.0,12.0,2.0,8.0,0.0,0.0,7.0,1.0,37.0,1.0
패션잡화,남성화,남성스니커즈,토즈,626500,2,1253000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
패션잡화,남성화,남성스니커즈,톰브라운,841000,1,841000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,남성화,남성스니커즈,폴스미스,370750,4,1483000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
패션잡화,남성화,남성스니커즈,프라다,642100,7,4494700,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
패션잡화,남성화,남성스니커즈,피에르아르디,270000,2,540000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,남성화,남성스니커즈,필립모델,315658,24,7575792,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,7.0,7.0,17.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,12.0,0.0
패션잡화,남성화,남성스니커즈,필립플레인,625000,1,625000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,남성화,남성슬리퍼,발리,316000,1,316000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,남성화,남성슬리퍼,오프화이트,155000,1,155000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,남성화,남성슬리퍼,지방시,220000,1,220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
패션잡화,남성화,남성슬리퍼,탠디,135500,16,2168000,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,6.0,0.0
패션잡화,남성화,남성슬립온,금강제화,199938,13,2599194,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,13.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
패션잡화,남성화,남성슬립온,락포트,121862,80,9748960,0.0,1.0,25.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,14.0,13.0,67.0,6.0,0.0,2.0,3.0,2.0,2.0,0.0,10.0,0.0,2.0,3.0,0.0,2.0,0.0,47.0,1.0
패션잡화,남성화,남성슬립온,랜드로바,157403,29,4564687,0.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,8.0,7.0,22.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,2.0,10.0,0.0
