LABEL,CLAC1_NM,CLAC2_NM,PD_BUY_AM,PD_BUY_CT,PD_SALES,BRA_SC,CLAC3_SC,F_10,F_20,F_30,F_40,F_50,F_60,F_70,F_80,M_10,M_20,M_30,M_40,M_50,M_60,M_70,M_80,NOT_SIGNED,Desktop,Mobile,Busan,Chungbuk,Chungnam,Daegu,Daejeon,Gangwon,Gwangju,Gyeonggi,Gyeongbu,Gyeongnam,Incheon,Jeju,Jeonbuk,Jeonnam,Seoul,Ulsan
랄프로렌_여성숄더백,패션잡화,여성가방,297100,1,297100,-0.2688018319625465,-0.29314775723102865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
록시_여성숄더백,패션잡화,여성가방,39000,3,117000,-0.2915774303488559,-0.29314775723102865,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
마이클코어스_여성숄더백,패션잡화,여성가방,317335,65,20626775,0.2267693924186683,-0.29314775723102865,0.0,8.0,13.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,28.5,7.0,2.0,1.0,2.0,4.0,0.0,1.0,14.0,2.0,5.0,3.0,0.0,1.0,2.0,20.0,1.0
모스키노_여성숄더백,패션잡화,여성가방,239533,12,2874396,-0.2915774303488559,-0.29314775723102865,0.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
발렌시아가_여성숄더백,패션잡화,여성가방,1466310,111,162760410,-0.2915774303488559,-0.29314775723102865,0.0,18.0,47.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,9.0,7.0,104.0,6.0,0.0,4.0,2.0,3.0,1.0,0.0,20.0,0.0,6.0,5.0,0.0,1.0,1.0,62.0,0.0
베르사체_여성숄더백,패션잡화,여성가방,800400,1,800400,-0.2605707103400725,-0.29314775723102865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
생로랑_여성숄더백,패션잡화,여성가방,2054621,75,154096575,-0.2915774303488559,-0.29314775723102865,0.0,12.0,22.0,17.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,10.0,9.0,33.0,11.0,0.0,1.0,3.0,1.0,0.0,1.0,9.0,0.0,5.0,1.0,0.0,6.0,1.0,35.0,1.0
알렉산더맥퀸_여성숄더백,패션잡화,여성가방,260700,1,260700,-0.2915774303488559,-0.29314775723102865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에트로_여성숄더백,패션잡화,여성가방,415835,220,91483700,-0.2915774303488559,-0.29314775723102865,0.0,11.0,70.0,79.0,19.0,1.0,0.0,0.0,0.0,3.0,3.0,7.0,4.0,0.0,0.0,0.0,21.0,18.0,100.0,38.0,4.0,6.0,12.0,2.0,2.0,6.0,40.0,6.0,14.0,6.0,2.0,5.0,3.0,63.0,9.0
돌체앤가바나_여성숄더백,패션잡화,여성가방,307267,12,3687204,-0.2915774303488559,-0.29314775723102865,0.0,0.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0
베네통_여성숄더백,패션잡화,여성가방,100803,31,3124893,1.2007164341132823,-0.29314775723102865,0.0,3.0,13.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,26.0,9.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,2.0
빈폴레이디스_여성숄더백,패션잡화,여성가방,91653,168,15397704,1.9464051389550587,-0.29314775723102865,0.0,4.0,48.0,67.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,30.0,28.0,140.0,23.0,1.0,0.0,10.0,4.0,3.0,2.0,40.0,8.0,11.0,4.0,0.0,10.0,1.0,49.0,2.0
스텔라맥카트니_여성숄더백,패션잡화,여성가방,841364,11,9255004,-0.2915774303488559,-0.29314775723102865,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
시슬리_여성숄더백,패션잡화,여성가방,128947,65,8381555,1.1274611488117428,-0.29314775723102865,2.0,4.0,14.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,53.0,4.0,1.0,0.0,5.0,1.0,2.0,0.0,13.0,0.0,1.0,1.0,0.0,2.0,1.0,28.0,1.0
앳코너_여성숄더백,패션잡화,여성가방,52751,47,2479297,1.563812423111595,-0.29314775723102865,0.0,2.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,42.0,5.0,0.0,2.0,1.0,0.0,2.0,0.0,10.0,1.0,5.0,3.0,0.0,0.0,2.0,15.0,1.0
에고이스트_여성숄더백,패션잡화,여성가방,87957,65,5717205,1.8453269654310782,-0.29314775723102865,0.0,1.0,10.0,36.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,10.0,9.0,56.0,13.0,3.0,1.0,2.0,2.0,1.0,0.0,11.0,1.0,3.0,0.0,0.0,5.0,4.0,19.0,0.0
오일릴리_여성숄더백,패션잡화,여성가방,139567,128,17864576,-0.15380372863495126,-0.29314775723102865,0.0,4.0,32.0,40.0,18.0,4.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,18.0,15.0,112.0,25.0,0.0,0.0,10.0,3.0,0.0,5.0,20.0,8.0,11.0,2.0,0.0,2.0,1.0,29.0,11.0
올리브데올리브_여성숄더백,패션잡화,여성가방,94400,1,94400,0.4340714633345347,-0.29314775723102865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
이세이미야케_여성숄더백,패션잡화,여성가방,697000,3,2091000,-0.2915774303488559,-0.29314775723102865,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
질스튜어트_여성숄더백,패션잡화,여성가방,245406,220,53989320,10.793574452147613,-0.29314775723102865,11.0,91.0,36.0,43.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,24.0,22.0,198.0,18.0,0.0,5.0,12.0,8.0,6.0,1.0,42.0,4.0,3.0,6.0,0.0,6.0,0.0,106.0,3.0
타미힐피거여성_여성숄더백,패션잡화,여성가방,123778,54,6684012,-0.2915774303488559,-0.29314775723102865,0.0,3.0,13.0,18.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,9.0,45.0,9.0,0.0,1.0,3.0,1.0,1.0,2.0,15.0,2.0,2.0,1.0,0.0,3.0,0.0,14.0,0.0
토리버치_여성숄더백,패션잡화,여성가방,407045,321,130661445,-0.19423635575532655,-0.29314775723102865,2.0,41.0,95.0,106.0,8.0,2.0,4.0,0.0,0.0,5.0,3.0,7.0,1.0,0.0,0.0,0.0,47.0,40.0,140.5,29.0,3.0,10.0,14.0,4.0,5.0,10.0,60.0,11.0,9.0,17.0,2.0,10.0,2.0,130.0,5.0
투미_여성숄더백,패션잡화,여성가방,379500,1,379500,0.5992098258815881,-0.29314775723102865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
마크제이콥스_여성숄더백,패션잡화,여성가방,394547,19,7496393,-0.2915774303488559,-0.29314775723102865,0.0,1.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0
구찌_여성숄더백,패션잡화,여성가방,1693042,313,529922146,0.4584729203835926,-0.29314775723102865,0.0,45.0,113.0,68.0,9.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,1.0,1.0,0.0,0.0,44.0,27.0,143.0,36.0,2.0,16.0,14.0,8.0,5.0,4.0,41.0,13.0,9.0,8.0,5.0,16.0,6.0,120.0,10.0
끌로에_여성숄더백,패션잡화,여성가방,1355448,23,31175304,-0.08151920654331997,-0.29314775723102865,0.0,3.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,19.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0
마르니_여성숄더백,패션잡화,여성가방,1722266,46,79224236,-0.20210089546636661,-0.29314775723102865,0.0,14.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,42.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,28.0,3.0
비비안웨스트우드_여성숄더백,패션잡화,여성가방,513354,13,6673602,-0.24453275171483968,-0.29314775723102865,0.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0
알렉산더왕_여성숄더백,패션잡화,여성가방,629000,1,629000,-0.2915774303488559,-0.29314775723102865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
코치_여성숄더백,패션잡화,여성가방,252065,261,65788965,0.2815258683006272,-0.29314775723102865,0.0,25.0,55.0,84.0,24.0,2.0,0.0,0.0,0.0,5.0,4.0,3.0,2.0,1.0,1.0,0.0,54.0,48.0,106.0,18.0,5.0,9.0,5.0,2.0,4.0,1.0,55.0,11.0,9.0,19.0,2.0,7.0,1.0,108.0,4.0
립밤_여성숄더백,패션잡화,여성가방,39000,4,156000,-0.2915774303488559,-0.29314775723102865,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
발렌티노_여성숄더백,패션잡화,여성가방,953856,82,78216192,-0.17314431874004682,-0.29314775723102865,0.0,18.0,26.0,14.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,67.0,14.0,0.0,2.0,4.0,0.0,1.0,1.0,14.0,7.0,7.0,1.0,0.0,0.0,0.0,31.0,0.0
금강제화_여성숄더백,패션잡화,여성가방,96000,1,96000,-0.2915774303488559,-0.29314775723102865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
롱샴_여성숄더백,패션잡화,여성가방,156344,424,66289856,-0.25685058279441003,-0.29314775723102865,0.0,20.0,105.0,73.0,19.0,4.0,0.0,0.0,0.0,2.0,6.0,154.0,0.0,0.0,0.0,0.0,41.0,36.0,388.0,24.0,2.0,8.0,7.0,1.0,6.0,3.0,51.0,12.0,13.0,11.0,0.0,2.0,4.0,280.0,0.0
루즈앤라운지_여성숄더백,패션잡화,여성가방,377033,48,18097584,-0.24351446862752332,-0.29314775723102865,0.0,2.0,9.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,42.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,4.0,4.0,1.0,3.0,1.0,18.0,1.0
만다리나덕_여성숄더백,패션잡화,여성가방,150288,43,6462384,-0.08094896801442282,-0.29314775723102865,0.0,3.0,6.0,17.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,36.0,6.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,21.0,1.0
메트로시티_여성숄더백,패션잡화,여성가방,272420,1071,291761820,-0.2915774303488559,-0.29314775723102865,25.0,153.0,265.0,385.0,39.0,3.0,0.0,0.0,0.0,22.0,16.0,20.0,8.0,0.0,0.0,0.0,135.0,118.0,476.5,120.0,20.0,50.0,34.0,29.0,17.0,36.0,165.0,28.0,65.0,35.0,8.0,105.0,28.0,314.0,17.0
발리_여성숄더백,패션잡화,여성가방,680105,19,12921995,0.03882148871572842,-0.29314775723102865,0.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,14.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0
보테가베네타_여성숄더백,패션잡화,여성가방,1723781,24,41370744,0.46896802473686666,-0.29314775723102865,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0
브루노말리_여성숄더백,패션잡화,여성가방,190431,58,11044998,0.3182247907675091,-0.29314775723102865,0.0,3.0,9.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,12.0,46.0,7.0,2.0,1.0,6.0,3.0,0.0,2.0,5.0,2.0,1.0,3.0,1.0,5.0,1.0,18.0,1.0
아메리칸투어리스터_여성숄더백,패션잡화,여성가방,221335,23,5090705,-0.2645250429958177,-0.29314775723102865,0.0,0.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0
엠씨엠_여성숄더백,패션잡화,여성가방,461268,167,77031756,1.1276206798287556,-0.29314775723102865,0.0,2.0,33.0,62.0,19.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,37.0,32.0,132.0,13.0,4.0,12.0,5.0,3.0,1.0,5.0,29.0,2.0,5.0,6.0,4.0,4.0,14.0,57.0,0.0
쿠론_여성숄더백,패션잡화,여성가방,487119,531,258660189,0.7982162839127835,-0.29314775723102865,0.0,8.0,24.0,15.0,2.0,107.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,372.0,3.0,528.0,480.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,3.0,2.0,3.0,0.0,0.0,0.0,30.0,0.0
멀버리_여성숄더백,패션잡화,여성가방,1015979,29,29463391,-0.20314293849238702,-0.29314775723102865,0.0,5.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0
피에르아르디_여성숄더백,패션잡화,여성가방,150000,1,150000,-0.2915774303488559,-0.29314775723102865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
덱케_여성숄더백,패션잡화,여성가방,268516,94,25240504,0.43331793384992057,-0.29314775723102865,0.0,8.0,22.0,37.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,18.0,16.0,38.5,11.0,2.0,0.0,5.0,1.0,0.0,2.0,18.0,5.0,2.0,4.0,0.0,3.0,2.0,35.0,3.0
로사케이_여성숄더백,패션잡화,여성가방,208165,23,4787795,0.35478794215608217,-0.29314775723102865,0.0,0.0,12.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0
미우미우_여성숄더백,패션잡화,여성가방,1096315,41,44948915,-0.2915774303488559,-0.29314775723102865,0.0,11.0,8.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,38.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,1.0,14.0,0.0
발렉스트라_여성숄더백,패션잡화,여성가방,1153356,3,3460068,-0.14794860088288211,-0.29314775723102865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
토즈_여성숄더백,패션잡화,여성가방,1247077,13,16212001,-0.22325063518992758,-0.29314775723102865,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0
랑방_여성숄더백,패션잡화,여성가방,672500,2,1345000,-0.1948371427768432,-0.29314775723102865,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
엘르_여성숄더백,패션잡화,여성가방,43286,7,303002,-0.2915774303488559,-0.29314775723102865,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0
지미추_여성숄더백,패션잡화,여성가방,590200,1,590200,-0.2543456063996118,-0.29314775723102865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
셀린느_여성숄더백,패션잡화,여성가방,2443632,19,46429008,-0.2915774303488559,-0.29314775723102865,0.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0
마크바이마크제이콥스_여성숄더백,패션잡화,여성가방,323000,3,969000,-0.2915774303488559,-0.29314775723102865,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
펜디_여성숄더백,패션잡화,여성가방,1483412,17,25218004,-0.07726278323833756,-0.29314775723102865,0.0,3.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
샤넬_여성숄더백,패션잡화,여성가방,7286667,6,43720002,-0.2915774303488559,-0.29314775723102865,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
훌라_여성숄더백,패션잡화,여성가방,329102,52,17113304,-0.04251557002214538,-0.29314775723102865,0.0,5.0,21.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,50.0,7.0,1.0,0.0,1.0,3.0,0.0,1.0,8.0,1.0,2.0,1.0,0.0,2.0,0.0,25.0,0.0
러브캣_여성숄더백,패션잡화,여성가방,212949,377,80281773,2.2241554281284293,-0.29314775723102865,3.0,79.0,62.0,121.0,23.0,15.0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,58.0,46.0,164.5,51.0,9.0,7.0,13.0,7.0,6.0,11.0,57.0,14.0,10.0,7.0,0.0,45.0,4.0,131.0,3.0
사만사타바사_여성숄더백,패션잡화,여성가방,228719,263,60153097,0.5311138415557846,-0.29314775723102865,0.0,50.0,119.0,47.0,8.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,25.0,24.0,119.0,27.0,7.0,10.0,8.0,3.0,4.0,5.0,31.0,9.0,8.0,4.0,8.0,15.0,1.0,116.0,6.0
VALENTINO_여성숄더백,패션잡화,여성가방,1850000,3,5550000,-0.2915774303488559,-0.29314775723102865,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
그레이_여성숄더백,패션잡화,여성가방,159000,2,318000,-0.2655263546983455,-0.29314775723102865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
더블엠_여성숄더백,패션잡화,여성가방,188143,7,1317001,-0.2915774303488559,-0.29314775723102865,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
레베카밍코프_여성숄더백,패션잡화,여성가방,275508,23,6336684,-0.2793071191466937,-0.29314775723102865,0.0,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
리틀파머스_여성숄더백,패션잡화,여성가방,200388,16,3206208,-0.2915774303488559,-0.29314775723102865,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
바이커스탈렛_여성숄더백,패션잡화,여성가방,257979,100,25797900,-0.24864661538759783,-0.29314775723102865,0.0,30.0,50.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,95.0,13.0,1.0,2.0,11.0,2.0,0.0,4.0,8.0,1.0,3.0,3.0,0.0,4.0,2.0,40.0,6.0
스텔라메카트니_여성숄더백,패션잡화,여성가방,805680,5,4028400,-0.2915774303488559,-0.29314775723102865,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아페쎄_여성숄더백,패션잡화,여성가방,525000,1,525000,-0.2915774303488559,-0.29314775723102865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
오야니_여성숄더백,패션잡화,여성가방,258388,1812,468199056,0.6001127035523416,-0.29314775723102865,0.0,21.0,36.0,27.0,4.0,383.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1334.0,16.0,1796.0,1713.0,4.0,2.0,2.0,4.0,0.0,4.0,17.0,5.0,15.0,3.0,1.0,5.0,1.0,34.0,2.0
자넬라토_여성숄더백,패션잡화,여성가방,513094,99,50796306,-0.2915774303488559,-0.29314775723102865,0.0,9.0,35.0,42.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,93.0,7.0,0.0,3.0,7.0,3.0,0.0,0.0,21.0,1.0,9.0,2.0,1.0,1.0,2.0,42.0,0.0
조이그라이슨_여성숄더백,패션잡화,여성가방,149943,49,7347207,-0.11671785859488912,-0.29314775723102865,0.0,17.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,5.0,22.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,14.0,0.0,1.0,2.0,0.0,0.0,0.0,24.0,1.0
